words,value
разрешительный,0
разрозненный,-0.75
разруха,-1.66666666666667
разрушать,-1.66666666666667
разрушаться,-1.33333333333333
разрушение,-1
разрушительный,-1.25
разумно,1
разумный,1
разъяснительный,0
разъяснять,0.333333333333333
разыскивать,-0.333333333333333
район,0.25
райцентр,0
ракетный,0
рамадан,0
рамка,0.333333333333333
ранее,0
раненый,-0.5
ранний,0
расистский,-1.33333333333333
расклад,-0.333333333333333
раскованный,0.666666666666667
раскритиковывать,-1.66666666666667
раскручивать,0
раскрывать,-0.5
раскулачивание,-0.333333333333333
расовый,0.333333333333333
распадаться,-0.444444444444444
расписание,0
расписываться,0
расплакаться,-1
расплачиваться,-0.571428571428571
расплывчатый,-0.666666666666667
располагать,0.166666666666667
распоряжаться,-0.111111111111111
распоряжение,0
расправляться,-0.8
распределение,0
распродавать,-0.333333333333333
распространение,0.333333333333333
распространять,0
распространяться,0
рассекречивать,0.666666666666667
рассказываться,0
расследование,0
расследовать,0.142857142857143
рассмешить,0.333333333333333
рассмотрение,0
расставаться,-0.111111111111111
расстояние,0
расстраиваться,-1.25
расстрел,-1
расстреливать,-1.66666666666667
расстройство,-0.666666666666667
рассудительный,1
рассудочный,0.333333333333333
рассуждать,0
рассчитываться,-0.2
растворяться,0
расти,0.333333333333333
растление,-1
расформировывать,-0.333333333333333
расцвет,0.333333333333333
расценивать,-0.333333333333333
расчет,0
расчетливый,-0.333333333333333
расчленять,-1.66666666666667
расчудесный,-1.25
расширение,0.333333333333333
расширительный,0
ратификация,0
рафаэль,0
рациональный,0.333333333333333
рваный,-1.33333333333333
рвать,-0.666666666666667
реабилитационный,0.666666666666667
реабилитация,0
реабилитировать,0.666666666666667
реагировать,0
реактивный,0
реакционный,-0.333333333333333
реализация,0
реалистический,0.333333333333333
реалистичный,0.666666666666667
реалити-шоу,-1
реальность,0
ребенок,0.333333333333333
ребята,0.166666666666667
ребятишки,0.666666666666667
ревизия,-0.111111111111111
ревностный,-0.666666666666667
революционер,-1
революционный,-0.333333333333333
революция,0
регион,0
регионал,0
региональный,0
регистрационный,0
регистрация,0
регистрировать,0
регистрироваться,0.111111111111111
регламент,0
регламентировать,0
регрессивный,-0.333333333333333
регулирование,0
регулировать,0
регулироваться,0.111111111111111
регулярный,0
регулятор,0
ред,0
редактировать,0
редакционный,0
редакция,0
редкий,0
редкостный,-0.666666666666667
редкость,0
реестр,0
режим,0
резиденция,0
резкий,-0.2
резкость,-0.333333333333333
резолюция,0
резон,0
резонансный,0
результат,0
результативный,0.777777777777778
резюмировать,0
рейдерский,-1
рейдовый,0
рейтинговый,0
рейхстаг,0
реквизит,0
реклама,0
рекламный,-0.333333333333333
рекламодатель,0
рекомендация,0.666666666666667
рекомендовать,1
рекомендоваться,0.444444444444444
реконструировать,0.333333333333333
рекорд,0.333333333333333
рекордно,0
рекордный,1.33333333333333
релевантный,0.555555555555556
религиозный,-0.111111111111111
религия,0
рентабельность,0
рентабельный,0.333333333333333
рентгеновский,0
реорганизация,0
репетиция,0
репрезентативный,0
репрессивный,-1
репрессированный,-1
репрессировать,-1.33333333333333
репрессия,-1
репродуктивный,0
репутация,0
респект,0.666666666666667
респектабельный,1.33333333333333
респондент,0
республика,-0.111111111111111
республиканец,0.333333333333333
республиканский,0
реструктуризация,0
ресурс,0
реформа,0.333333333333333
реформатор,0
реформирование,0.5
реформировать,0.166666666666667
рецензия,0
речной,0
решать,0.166666666666667
решаться,0
решетка,-0.25
решимость,0.666666666666667
решительный,0.888888888888889
ржавый,-1
риа,0.333333333333333
риббентроп,0
рижский,0
римско-католический,0.222222222222222
рио-де-жанейро,0.222222222222222
риск,-0.25
рискнуть,0.25
рискованный,-1
рисковать,-1
рисование,0.666666666666667
рисовый,0
ритмичный,0.444444444444444
риторика,0
риторический,0
ритуальный,0.222222222222222
рихтер,0
рлс,0
роберт,0
родина,0
родительский,0
роднить,0.333333333333333
родственник,0
рождение,0
розенберг,0
розничный,0
розыск,-0.4
розыскной,0
рокоссовский,0
роман,0
романтик,0.444444444444444
романтический,0.666666666666667
романтичный,1.33333333333333
рональд,0
ронять,-0.888888888888889
росбалт,0
роскошный,1.33333333333333
роскошь,-0.666666666666667
роснефть,0
российский,0
россия,0
ростов-на-дону,0
ротшильд,-0.333333333333333
рсфср,-0.333333333333333
ртр,0
руб,0
рублевский,-0.666666666666667
рубль,0
ругательный,-1
ругаться,-0.888888888888889
рузвельт,0
руководитель,0.285714285714286
руководить,0.111111111111111
руководствоваться,0
рукопись,0
рулить,-0.2
румыния,0
румынский,0
русификация,-0.333333333333333
руслан,-0.444444444444444
русофил,0.666666666666667
русофобия,-0.333333333333333
русофобский,-0.666666666666667
рутинный,-1
рухнуть,-1
ручной,0
рушиться,-0.6
рф,0
рыбинск,0
рывок,0
рыдать,-1
рыжков,0
рынок,0
рыночный,0
рыхлый,-0.666666666666667
рыцарский,0.333333333333333
рьяный,-0.666666666666667
рюкзак,0
рюрик,0.111111111111111
рябой,0
рядовой,0.111111111111111
саакашвили,-0.333333333333333
савченко,0
садовый,0
сажать,-1
сакральный,0.888888888888889
сакраментальный,0
сальвадор,0
самарский,0
самобытность,0.222222222222222
самобытный,0.333333333333333
самовлюбленный,-1.33333333333333
самовольный,-0.666666666666667
самодельный,-0.2
самодержавие,0.333333333333333
самодостаточный,1
самозванный,-1
самокритичный,0.666666666666667
самолет,0
самолюбивый,-1
самолюбование,-1
самооборона,0.25
самоокупаемый,1
самоотверженный,0
саморегулирующийся,0.428571428571429
самосознание,0
самостоятельность,0.333333333333333
самостоятельный,0.333333333333333
самоубийственный,-1.66666666666667
самоубийство,-2
самоубийца,-0.666666666666667
самоуверенный,-1
самый,0.333333333333333
сан-паулу,0
сан-франциско,0
санитар,0.333333333333333
санитарный,0.333333333333333
санкт-петербург,0
санкт-петербургский,0
санкция,0
санрайз,0
сарай,0
саркастический,-0.666666666666667
сатана,-1
сатанинский,-1.66666666666667
сатирический,-0.666666666666667
саудовский,-0.333333333333333
сбережение,0.25
сбивать,0
сбивчивый,-0.333333333333333
сближение,0.666666666666667
сбор,0
сборочный,0
сброс,-0.666666666666667
сбывать,-0.333333333333333
сваливать,-1.25
сваливаться,-1
свалка,0
свастика,-0.666666666666667
сведение,0.2
свеженький,0.666666666666667
свердловский,0
свержение,-0.666666666666667
сверстник,0
сверхдержава,0.666666666666667
сверхприбыльный,2
сверхсекретный,0
сверхсовременный,0.333333333333333
сверхчеловеческий,0
сверхъестественный,0
светлый,0.666666666666667
светочувствительный,0
светский,-0.111111111111111
свиблово,0
свидетель,0
свидетельствовать,0
свинья,-1
свирепый,-1.33333333333333
свободный,0.5
свободомыслящий,1.33333333333333
своевременный,0.666666666666667
своеобразный,0
свойственный,0
свора,-1.33333333333333
связывать,0.333333333333333
святослав,0
святость,1.33333333333333
святыня,1.4
священный,0.6
сговор,-1.2
сгодиться,0.333333333333333
сдача,0
сдвигаться,0
сделка,-0.2
сдерживание,-0.75
сдерживать,0.111111111111111
сдохнуть,-2
себастьян,-0.111111111111111
себестоимость,0
севастополь,0
севастопольский,0
север,0
северный,0
северо-запад,0
североамериканский,0
северокавказский,0
северокорейский,-0.111111111111111
севилья,0
секретный,0
сексуальность,0.666666666666667
сексуальный,0
секта,-0.4
селение,0
сельскохозяйственный,0
сельсовет,0
семенович,0
семинар,0
семья,0.333333333333333
сенат,0.166666666666667
сенатор,0
сенегал,0
сенкевич,0
сенсационный,1.1
сенсация,0.333333333333333
сентиментальный,-1
сентябрь,0
сепаратистский,0
сербский,0
сервисный,0
сергеевич,0
сердечный,0.222222222222222
сердобольный,0.666666666666667
сердюков,-0.25
середина,0
сержант,0
сериальный,-0.571428571428571
серость,-0.666666666666667
серпуховский,0
сертификат,0
серый,-0.142857142857143
серьезность,0
серьезный,0
сестра,0
сетевой,0
сетовать,-0.333333333333333
сжижать,-0.333333333333333
сибирский,0
сибирь,0
сибнефть,0
сигнализация,-0.333333333333333
сигналить,0
сидеть,-0.2
сидячий,0
сикорский,0
сила,0.333333333333333
силовой,0.666666666666667
сильнодействующий,0
сильный,-0.333333333333333
символ,0
символика,0
символический,0
символичный,0
симон,0
симпатизировать,0.555555555555556
симпатичный,1
симпатия,0.666666666666667
симптом,0.25
симферополь,0
син,0
синагога,0
синайский,0
сингапур,0
сингапурский,0
синдром,-0.333333333333333
синтетический,-0.444444444444444
сионист,-0.25
сионистский,-0.333333333333333
сирийский,0
сирия,-0.333333333333333
сиротство,-1
систематический,-0.333333333333333
системный,0
ситуация,0
сифилис,-1.11111111111111
сиэтл,0.333333333333333
сказание,0.333333333333333
сказываться,-0.333333333333333
скальпель,0
скандал,-1
скандальный,-1
скандинав,-0.111111111111111
скандинавия,0.111111111111111
скандинавский,0
скандировать,-0.333333333333333
скатиться,-1.2
скатывать,-0.555555555555556
скважина,0
скверный,-1.33333333333333
скелет,-0.5
скептик,-0.6
скептически,-0.666666666666667
скептический,-0.75
скидываться,0
скинхед,-0.666666666666667
склад,0.333333333333333
склоняться,-125
скончаться,-0.666666666666667
скопление,-0.333333333333333
скоропалительный,-1
скоропостижный,-0.666666666666667
скорострельный,0
скорость,0
скоротать,0.333333333333333
скотина,-0.666666666666667
скриншот,0
скромность,0.5
скромный,0.6
скрупулезный,0.666666666666667
скрываться,-0.2
скудный,-0.666666666666667
скудоумие,-1.33333333333333
скука,-0.777777777777778
скупать,0
скучноватый,-1
скучный,-1
слабенький,-1
слабоватый,-1
слабонервный,-1.33333333333333
слаборазвитый,-1
слабость,-1
слабый,-0.833333333333333
славненько,1
славянский,0
сладенький,0.333333333333333
сладкий,0.888888888888889
сладость,0.5
сланцевый,0
слащавый,-1
следователь,-0.333333333333333
следственный,0
следствие,0
слежение,0
слезать,-0.333333333333333
слезливый,-0.666666666666667
слезоточивый,-0.5
слепой,-0.666666666666667
слетать,0
сливать,-1
сливаться,0
слишком,-0.333333333333333
слияние,0.666666666666667
слобода,0
сложноватый,-1
сложность,-0.333333333333333
сложный,0.5
сломаться,-0.666666666666667
слуга,0.666666666666667
служебный,0
служить,0
случайный,0.2
слушание,0
слушатель,0.333333333333333
слышаться,0
смаковать,0.5
смарт,0
смахивать,-0.666666666666667
смелость,1.33333333333333
сменять,0
смертельный,-1.75
смертник,-1.88888888888889
смертница,-1.66666666666667
смертность,-1.33333333333333
смертоносный,-1.55555555555556
смерть,-0.666666666666667
смесь,0
сметать,-0.666666666666667
смехотворный,-0.666666666666667
смешивать,-0.333333333333333
смешной,0.666666666666667
смеяться,-0.333333333333333
сми,0
смирительный,0
смиряться,0
смутный,-0.888888888888889
смущать,-0.666666666666667
смысл,0
смысловой,0
смягчать,0.666666666666667
смягчение,1.33333333333333
снабжать,-0.4
снайпер,-0.666666666666667
снайперский,-0.555555555555556
снаряд,-1
снаряжение,0
сначала,-0.2
снг,0
снижать,0
снижаться,-0.666666666666667
снижение,-0.333333333333333
снисходительный,-1
снова,0
сногсшибательный,0.666666666666667
снятие,0
соавтор,0
собеседник,0.4
собеседница,0
собираться,0
соблазн,0
соблазнительный,1
соблюдать,0.444444444444444
соблюдаться,0.2
соблюдение,0.2
соболезнование,-0.333333333333333
собрание,-0.333333333333333
собственность,0
собственный,0
событие,0
собянин,0
совершать,0
совершаться,0.166666666666667
совершеннолетие,0
совершенство,1.33333333333333
совершенствование,0.666666666666667
совет,0
советник,0
советский,0
совещание,-0.25
совковый,-0.666666666666667
совладелец,0
совместимый,0.333333333333333
совместный,0
совокупный,0
совпадать,0.5
совпадение,0.2
современный,0
согласный,0.666666666666667
согласование,0
согласованный,0
соглашаться,-0.111111111111111
соглашение,0.333333333333333
согражданин,0
содействие,0.333333333333333
содействовать,0.666666666666667
содержательный,-0.25
содержать,0
содержаться,0
содом,-1.66666666666667
содомия,-0.666666666666667
содомский,-0.333333333333333
содрогаться,0
содружество,0.666666666666667
соединение,-0.666666666666667
соединять,0.333333333333333
соединяться,0
сожаление,-1
созвучный,0.222222222222222
создаваться,0
создание,0
созерцание,0.666666666666667
созерцательный,0.444444444444444
сознание,0
сознательно,0.333333333333333
сознательный,0.333333333333333
созыв,0.111111111111111
сокамерник,-0.666666666666667
сокращать,-1
сокращаться,-0.666666666666667
сокращение,-0.333333333333333
сокровенный,0.666666666666667
сокрушительный,0.666666666666667
сокрытие,-0.666666666666667
солдат,0
солдатский,0
солженицын,0
солидарность,0.333333333333333
солидный,1.25
солнечный,0.666666666666667
сомали,0
сомалийский,0
сомневаться,-0.333333333333333
сомнение,-0.333333333333333
сомнительный,-0.777777777777778
соображать,0.5
соображение,-0.25
сообщение,0
сооружение,0
соответствие,0
соответствовать,0.166666666666667
соотечественник,0
сопереживание,0.333333333333333
сопереживать,1
соперник,-0.333333333333333
соперничать,-0.333333333333333
соперничество,-0.666666666666667
сопоставимый,0.6
сопредседатель,0
сопровождать,0
сопровождаться,-0.2
сопровождение,0
сопротивление,-0.333333333333333
сопротивляться,-0.666666666666667
соразмерный,0
соратник,0.333333333333333
сорняк,-0.333333333333333
сортирный,-1
соседний,0
сослуживец,0
состояние,-0.333333333333333
состоятельный,0.2
состоять,0
состояться,0.5
сострадание,1125
сострадательный,1.22222222222222
сотня,0
сотрудник,0
сотрудница,0
сотрудничать,0.111111111111111
сотрясение,-0.777777777777778
софия,0
сохранение,0.222222222222222
социал-демократ,-0.333333333333333
социал-демократический,0.333333333333333
социализация,0
социалистический,0
социально-политический,0
социально-экономический,0
социальный,0
социологический,0
социология,-0.333333333333333
сочетать,0
сочинение,0.25
сочный,1
сочувствие,0
сочувствовать,1
союз,0
союзнический,0.666666666666667
союзный,0.333333333333333
спад,0.333333333333333
спадать,0
спасатель,0.4
спасательный,0.25
спасение,1.33333333333333
спасибо,1.22222222222222
спаситель,0.666666666666667
спекулянт,-1
спекуляция,-0.666666666666667
спенсер,0
специальность,0
специальный,0
специфический,0
специфичный,-0.333333333333333
спецназ,0
спецназовец,0
спиваться,-1.44444444444444
спиздить,-2
спирт,0
списание,-0.333333333333333
список,0
сплошь,0
сподвижник,0
спокойно,0.333333333333333
спокойный,0.444444444444444
спокойствие,0.666666666666667
спонсор,0
спонтанный,0.222222222222222
спорить,0
спортивный,0.333333333333333
способ,0
способный,0
способствование,0.777777777777778
способствовать,0.333333333333333
справедливость,0.333333333333333
справедливый,1
справляться,0.666666666666667
спровоцировать,-1
спрос,0.4
спрятать,-0.666666666666667
спуск,0
спусковой,0
спутниковый,0
срабатывание,0
сработать,0
сравнение,-0.2
сравнительный,0
сражаться,-0.111111111111111
сражение,-0.333333333333333
средненький,-0.25
срок,0
срочный,-0.25
срывать,-1.33333333333333
ссать,-1.75
ссора,-1
ссориться,-1.11111111111111
ссср,0
ссылаться,0
ссылка,0
стабилизационный,0
стабильность,0.666666666666667
стабильный,0.333333333333333
ставрополь,-0.333333333333333
ставрополье,0
ставропольский,0
стагнация,0
стадион,0
стажировка,0
сталинград,0.444444444444444
сталинградский,0.25
сталинист,-0.25
стальной,0
стамбул,0
стамбульский,0.111111111111111
стандарт,0
стандартный,0
станиславович,0
станция,0
старинный,0.714285714285714
старомодный,-0.333333333333333
старческий,-0.666666666666667
статистический,0
стационар,0
ствол,-0.333333333333333
стекать,0
стереотип,-0.333333333333333
стереотипный,-1
стерильный,0.5
стерлигов,0
стесняться,-0.333333333333333
стилистический,0
стиль,0
стимулировать,0.25
стихийный,0
сто,0
стоимость,0
стоить,0
стоический,0.2
стойкий,0.666666666666667
стойкость,1.66666666666667
стокгольм,0
стокгольмский,0
столица,0
столичный,0.2
столкновение,-1
стоматолог,0
стоматологический,0
стонать,-1
стопудовый,0.6
сторона,0
сторонний,-0.166666666666667
страдание,-1375
страна,-0.111111111111111
странноватый,-1
странность,-0.666666666666667
страсть,0.333333333333333
стратегический,0
стратегия,0.666666666666667
страхование,0
страховщик,0
страшненький,-1.33333333333333
стрелка,0
стрелять,-1
стремительный,0
стремиться,0.5
стрессовый,-1
строгость,-1
строительный,0
строительство,0
строиться,0
стройный,0.666666666666667
строптивый,-0.333333333333333
структура,0
студент,0
стыдливый,-0.666666666666667
стыдно,-1.66666666666667
субкультура,0
субмарина,0
субсидия,0
субъект,0
субъективный,-0.333333333333333
суверенитет,0.444444444444444
суверенный,0
суворов,0
суд,0
судебно-медицинский,0
судебный,-0.333333333333333
судимость,-0.333333333333333
судиться,-1
судовой,0
судопроизводство,0
судорожный,-1
судостроение,0
судостроительный,0
судья,0.333333333333333
сужденный,-1
суицид,-1.33333333333333
сукин,-2
сулейман,-0.111111111111111
султан,0.666666666666667
сумасшествие,-1
сумбурный,-1
суметь,0.333333333333333
суммарный,0
сумрачный,0
суннитский,-0.444444444444444
супер,1.33333333333333
суперсовременный,1.33333333333333
суровый,0
сутенер,-1.66666666666667
сутки,0
сухопутный,0
существо,0.111111111111111
существование,-0.111111111111111
сущий,0
сущность,-0.333333333333333
суэцкий,0
сфальсифицировать,-1.33333333333333
сфера,0
сформировывать,0
сформировываться,0
сформулировать,0.333333333333333
схватка,-0.666666666666667
схватывать,0.333333333333333
схватываться,0
схематичный,0
сход,0
сходство,0
сцена,0
счастие,1.55555555555556
счастливый,1.33333333333333
счет,0
счетчик,0
сша,0
съемочный,0
сыграть,0.333333333333333
сын,-0.666666666666667
сырье,0
сытый,0.333333333333333
сычуань,0
сьерра,0
сэкономить,0.333333333333333
сэнди,0
сюжет,0
сюрприз,0
сюрреалистический,-0.666666666666667
табакокурение,-0.333333333333333
таблица,0
таганрог,0
таганский,0
тагил,0
таджикистан,-0.111111111111111
таджикский,0
таиланд,0
тайвань,-0.666666666666667
тайваньский,-0.111111111111111
тайна,-0.222222222222222
тактический,0
тактичный,0.666666666666667
талантливый,1
таллинн,0
таллинский,0
тамбовский,0
тамерлан,0
таможенный,0
тамошний,-0.333333333333333
танзания,0
танк,0
танкист,0
танковый,-0.222222222222222
тариф,0
татарин,0
татарстан,0
татуировка,0
татьяна,0
тачка,0
тбилиси,0.333333333333333
тварь,-1.66666666666667
твердый,-0.666666666666667
тверь,0
твориться,0.333333333333333
творчество,0.666666666666667
тегеран,0
телевидение,0
телевизионный,0
телевизор,0
телеграмма,0
телезвезда,-0.333333333333333
телезритель,0
телеканал,0
телекоммуникационный,0
телекомпания,0
телепередача,0
телепрограмма,0
телецентр,0
телеэкран,-0.222222222222222
телохранитель,0
тель-авив,0
тематика,0
темнота,-0.333333333333333
теневой,-0.666666666666667
теология,0
теоретический,0
теория,0.111111111111111
тепловой,-0.111111111111111
терапевт,0.111111111111111
терапия,-0.666666666666667
терзать,-1.33333333333333
терминал,0
термоядерный,0
тернистый,-0.666666666666667
терпеливый,1
терпеть,-0.666666666666667
терпимость,0.333333333333333
терпимый,0.444444444444444
территориальный,0
территория,0
терроризировать,-1.33333333333333
террорист,-1.75
террористический,-1
террористка,-2
теряться,-0.666666666666667
тесный,0.333333333333333
тетрадка,0
тетрадь,0
техас,0
техник,0
технический,0.333333333333333
техногенный,0
технологический,0
технология,0.333333333333333
течение,0
тимченко,0
тип,0
типичный,0
типография,0
тиран,-0.75
тиранический,-1.66666666666667
тирания,-2
титаник,0
титанический,1
титановый,0.5
тихий,0.333333333333333
тихоокеанский,0
тишин,0
ткач,0
тленный,-1
тлетворный,-1.33333333333333
тнт,0
товар,0
товарищ,0.333333333333333
товарищество,0.666666666666667
товарный,0
тогдашний,0
ток-шоу,0
токсичный,-1.33333333333333
толерантность,-0.333333333333333
толкать,0
толпа,-0.666666666666667
толстенный,-0.333333333333333
тольятти,0
томография,0.111111111111111
тоненький,-0.333333333333333
тонна,-0.333333333333333
топ-менеджер,0
топливо,0
топор,0
топорный,-1
торговать,0
торговля,0
торжественный,1.66666666666667
торжество,0.5
торможение,-0.333333333333333
тормоз,-0.75
тормозить,-0.888888888888889
торнадо,0
торпеда,0
торпедный,0
тоска,-1.33333333333333
тоскливый,-1.33333333333333
тоталитарный,-1
тотальный,0
точность,0.666666666666667
точный,0.333333333333333
тошнота,-1
тошнотворный,-2
тощий,-1.16666666666667
травить,-1.66666666666667
травма,-0.666666666666667
травматический,-0.6
травматичный,-1
травмировать,-1.22222222222222
трагедия,-1.66666666666667
трагический,-1.5
трагичный,-1.33333333333333
традиционный,0.2
традиция,0
трансконтинентальный,0
транслировать,0
транслироваться,0.111111111111111
трансляция,0
транспарант,0.2
трансплантация,0
транспорт,0
транспортировка,-0.111111111111111
транспортный,0
транссексуал,0
трапезунд,0
траурный,-1.33333333333333
трахать,-1.77777777777778
трахаться,-1.77777777777778
трахнуть,-1.66666666666667
требование,0
требовательный,0
требовать,-0.8
требоваться,-0.25
тревога,-1
тревожный,-1
трезвомыслящий,1
трезвость,0.333333333333333
треснуть,0
треть,0
третьесортный,-1.66666666666667
третьяковский,0
тривиальный,0
триллион,0
трогательный,0
троекратный,-0.111111111111111
троечка,-0.666666666666667
тройной,0.666666666666667
троллейбус,0
тронуть,0
тропический,-0.111111111111111
тротиловый,-0.333333333333333
троцкий,0
троцкист,-1.33333333333333
труба,0
трубопровод,0
трубочный,0
трудиться,0.4
трудновато,-1
труднодоступный,-0.4
трудноизлечимый,-1.66666666666667
трудность,-0.333333333333333
трудный,-0.666666666666667
трудоемкий,-0.2
трудолюбивый,1.66666666666667
трудоспособный,0.333333333333333
труженик,1
трус,-1.66666666666667
трусливый,-1.5
трусоватый,-1.33333333333333
трусость,-1
трухлявый,-1.2
трястись,-1
туалет,0
туберкулез,-0.75
тугой,-1
туда-сюда,0
тульский,0
туманный,0
тунис,0
тунисский,0
тупик,-1.44444444444444
тупиковый,-1
тупить,-1.66666666666667
туповатый,-1.33333333333333
турецкий,-0.111111111111111
туркмения,0
туркменский,0
тусклый,-0.333333333333333
тусовка,0
тухнуть,-1.66666666666667
тушить,-0.2
тушка,-1
тщательно,0.666666666666667
тщательный,0.75
тщеславие,-1
тщетный,-0.75
тыл,0
тысяча,-0.333333333333333
тюмень,0
тюремный,-1
тюркский,0
тюрьма,-0.8
тягомотина,-1
тягостный,-1375
тяжба,-0.8
тяжелобольной,-1
тяжелый,-0.777777777777778
убедительный,1
убеждать,0
убеждение,0
убежище,0.333333333333333
убивать,-1.66666666666667
убийственный,-1.44444444444444
убийство,-1.33333333333333
убийца,-1.6
ублюдок,-1.88888888888889
ублюдочный,-2
убожество,-1.66666666666667
убойный,-0.666666666666667
убывать,-0.25
убыль,-1.11111111111111
убыток,-1.25
убыточный,-1.33333333333333
уважать,0.666666666666667
уважение,0.666666666666667
уважительный,1.33333333333333
уведомление,0
уведомлять,0
увековечение,0.666666666666667
увеличение,-0.333333333333333
увеличивать,0.75
увеличиваться,0.333333333333333
уверенно,1.33333333333333
уверенность,1
уверенный,0.666666666666667
увесистый,-0.25
увечье,-1
увлекательный,1.33333333333333
увлекать,0.333333333333333
увлекаться,0.333333333333333
увозить,0
увольнение,-1
увольнять,-0.666666666666667
увольняться,-0.333333333333333
увязывать,0
угадывать,0.666666666666667
уганда,0
угарный,-1.33333333333333
углеводород,-0.333333333333333
угнетать,-1.25
угнетение,-1.66666666666667
уго,0
угодно,0
угодный,-1
уголовный,0
угрожать,-1.66666666666667
угроза,-1.25
угрюмый,-1
удаваться,0.333333333333333
удаление,-0.333333333333333
удаленный,0
удалять,-0.666666666666667
удар,-0.333333333333333
ударный,-0.555555555555556
ударопрочный,0.666666666666667
удача,1
удачливый,1
удачно,1.33333333333333
удачный,1.22222222222222
удержание,0
удивительно,0.333333333333333
удивительный,1
удивление,0
удивлять,0.142857142857143
удивляться,-0.333333333333333
удмуртский,0
удо,0
удобно,0.666666666666667
удобный,0.666666666666667
удобрение,0
удобство,0.555555555555556
удовлетворение,0.333333333333333
удовлетворительный,0.5
удовлетворять,0.2
удовольствие,1.66666666666667
удостаивать,0.666666666666667
удостаиваться,1
удостоверение,0
удостоверять,0
удручать,-1.66666666666667
удручающий,-0.666666666666667
ужасать,-1.11111111111111
ужасаться,-1.33333333333333
ужасно,-1.33333333333333
ужесточение,-1.66666666666667
ужесточить,-1
уза,0
узаконивать,0.111111111111111
узбек,0
узбекистан,0
узбекский,0
узел,0
узкий,0
узколобый,-1.33333333333333
узник,-0.666666666666667
уйгур,0
уйгурский,-0.222222222222222
уйма,0.333333333333333
указ,-0.333333333333333
указание,0
указываться,0.111111111111111
уклонение,0
уклоняться,-0.666666666666667
украина,0
укрепление,0.666666666666667
укреплять,0.5
укрепляться,0.4
укрытие,0
улан-батор,0
улица,0
уловимый,0
уловка,-1.22222222222222
улучшать,1.22222222222222
улучшаться,1.4
улучшение,1
улыбаться,0.333333333333333
улыбка,1.2
улыбчивый,1.33333333333333
ультиматум,-0.333333333333333
ультра,0
ульяновск,0
ульяновский,-0.333333333333333
умалчивать,-1
умалять,-0.777777777777778
умение,0.333333333333333
уменьшать,-0.333333333333333
уменьшаться,-0.333333333333333
уменьшительный,-0.111111111111111
умеренный,0.333333333333333
уместный,1
умещаться,0.333333333333333
умиление,0
умилительный,1.33333333333333
умирать,-0.666666666666667
умница,1.33333333333333
умно,1
умножать,0.444444444444444
умный,0.666666666666667
умолять,-0.444444444444444
умопомрачительный,1.33333333333333
умственный,0.444444444444444
умудряться,0.5
умысел,-0.8
умышленный,-1
универсальный,0.333333333333333
университет,0
университетский,0.111111111111111
унижать,-1.66666666666667
унижение,-1
унизительный,-2
уникальность,0.666666666666667
уникальный,0.5
уничижительный,-1.33333333333333
уничтожать,-1.33333333333333
уничтожаться,-0.666666666666667
уничтожение,-1
унывать,-1
уныло,-1.33333333333333
уныние,-1.33333333333333
упаднический,-1.33333333333333
упадок,-1.33333333333333
уплата,0
уплачивать,0
уповать,0
упоение,0.25
упоенный,-0.333333333333333
упоминание,0
упоминаться,0
упорно,-0.333333333333333
упорный,1
упорство,1
употребление,0
употреблять,0
управа,-375
управление,0
управленческий,0
управлять,-0.333333333333333
упразднять,0
упрекать,-0.666666666666667
упрощать,0.666666666666667
упрямый,-1
упускать,-0.666666666666667
уравнение,0
ураган,0
уралкалий,-0.111111111111111
урегулирование,1.11111111111111
урегулировать,0.333333333333333
уровень,0
уродливый,-1.66666666666667
уродский,-1.85714285714286
урожайность,0.333333333333333
урожайный,1.33333333333333
урок,-0.333333333333333
уругвай,0
усердие,0.555555555555556
усердный,0.888888888888889
усиленный,0.666666666666667
усиливать,-0.333333333333333
усиливаться,1
усилие,0.5
условие,0
условно-досрочный,-0.333333333333333
условный,0
усложнять,-0.666666666666667
уснуть,0
успеваемость,0
успевать,0.25
успех,1.33333333333333
успешно,2
успокаивать,0.666666666666667
успокаиваться,0.666666666666667
успокоительный,0
уставать,-0.666666666666667
усталость,-1
устанавливаться,0
установка,0
установление,0
устаревать,-1
устарелый,-1.33333333333333
устойчивость,0.666666666666667
устойчивый,0.666666666666667
устраивать,-0.4
устранять,-0.666666666666667
устройство,0
уступать,0
уступка,0.333333333333333
усугублять,-0.75
усугубляться,-1
усыновление,0
усыновлять,0
утверждать,0
утверждаться,0
утверждение,0
утерять,-1
утечка,-0.666666666666667
утешать,1
утилизация,0.333333333333333
утихать,0.333333333333333
утомительный,-1.33333333333333
утомлять,-0.333333333333333
утопический,-0.555555555555556
утопия,0.2
уточнение,0
уточнять,0
уточняться,0.2
утрата,-1
утруждать,-0.333333333333333
уфа,0
ухитряться,0.166666666666667
уход,0
ухудшать,-1.5
ухудшаться,-0.8
ухудшение,-1
уцелеть,1
участвовать,-0.5
участник,-0.222222222222222
участница,0
учащаться,0
учеба,0
ученица,0
ученый,0.333333333333333
учет,0
училище,0.333333333333333
училка,-1
учитывать,0
учитываться,0
учредитель,0
учредительный,0
учреждать,0.333333333333333
учреждение,0
ущелие,0
ущемлять,-1.25
ущерб,-1.2
ущербный,-1.66666666666667
уютный,1.33333333333333
уязвимый,-1
фабрика,0
фактический,0.25
факультет,0
фальсификация,-1.33333333333333
