id,name,sex,age,contact_state
45922025,Stewie,Male,Adult,CT
45920210,Red (Was Nate),Male,Adult,NY
45921942,Marty,Male,Adult,CT
45921987,Kramer,Male,Baby,CT
45921954,Susie In Ri,Female,Adult,RI
45921818,Sparkles,Female,Adult,CT
45921711,Awynne,Male,Adult,NY
45921520,Lana,Female,Young,CT
45921408,Mimi Nmar In Ms,Female,Baby,RI
45921407,Minnie Nmar In Ms,Female,Baby,RI
45920824,Gizmo Tw In Ms,Male,Adult,RI
45920704,Sydney,Female,Baby,NY
45910832,Onyx,Female,Young,CT
45920603,Radiant Randy,Male,Young,MA
45920600,Lucas,Male,Baby,NY
45920575,Lacy,Female,Young,RI
45920528,Kansas,Male,Baby,MA
45920057,Thane,Male,Young,CT
45919921,Bindi,Female,Adult,NY
45919633,Eagle,Female,Baby,NY
45919614,Krackel,Female,Baby,NY
45919601,Mars,Male,Baby,NY
45919138,Mcfly,Male,Adult,NY
45919135,Bianca,Female,Baby,RI
45917671,Julianna,Female,Baby,NJ
45917873,Lily,Female,Young,NY
45917727,Maisie Paisley,Female,Adult,RI
45917167,Betty,Female,Young,CT
45917374,Cooper Kl In New England,Male,Adult,RI
45917161,Molly,Female,Adult,RI
45917091,Brownie,Female,Young,CT
45917089,Cassie Cs In Ri,Female,Young,RI
45916974,Tanner,Male,Young,RI
45916921,Cookie,Female,Adult,CT
45916250,Jagger,Male,Young,NY
45916804,Magnus,Male,Young,MA
45916369,Roger,Male,Adult,CT
45916203,Charlie,Male,Senior,CT
45916206,Abel,Male,Baby,CT
45915151,Coleman,Male,Baby,CT
45915021,Fred,Male,Baby,CT
45915019,Shaggy,Male,Baby,CT
45915002,Daphne,Female,Baby,CT
45914896,Tobey,Male,Young,NY
45914827,Kendra,Female,Baby,CT
45914797,Neely,Female,Baby,CT
45914787,Dally,Female,Baby,CT
45914731,Benny,Male,Adult,NY
45913368,Pickles,Male,Baby,NY
45913379,Autumn,Female,Young,NY
45913315,Quimby,Male,Baby,CT
45913188,Waggly Wiggles,Male,Baby,CT
45913177,Twinkie Dink,Female,Baby,CT
45913162,Kissy Priss,Female,Baby,CT
45913136,Eamon,Male,Baby,NY
45912912,~Gypsy~,Female,Young,CT
45912801,Puppies & Mama,Female,Baby,CT
45912791,Bugsy,Male,Young,NY
45912476,Major - Caw,Male,Baby,RI
45912771,Houston,Male,Adult,NY
45912764,Arrow,Male,Adult,NY
45912767,Wally,Male,Baby,NY
45912770,Davidson,Male,Adult,NY
45912763,Decateur,Male,Adult,NY
45912768,Oneida,Female,Baby,NY
45912760,Oswego,Male,Baby,NY
45912766,Uriel,Female,Adult,NY
45912769,Orleans,Female,Baby,NY
45912761,Jewel,Female,Adult,NY
45912765,Gibson,Male,Adult,NY
45912762,Orange,Female,Baby,NY
45912702,Mazikeen,Female,Young,NJ
45912511,Courtesy Post For Wasa:  Billy,Male,Adult,CT
45911077,Merlin - Caw,Male,Baby,RI
45912459,Bloom,Female,Senior,NY
45912445,Teague,Male,Adult,NY
45912439,Hoover In Ri,Male,Senior,RI
45912413,Patty (&Amp; Selma),Female,Adult,NY
45912414,Selma (&Amp; Patty),Female,Adult,NY
45911391,Harmony,Female,Adult,MA
45911413,Hodoo,Male,Young,NY
45911379,Bbooggoo,Male,Young,NY
45911360,Russell,Male,Adult,NY
45911335,Daisy,Female,Adult,NY
45911194,Jonny,Male,Baby,NY
45910960,Remy,Female,Adult,NJ
45910958,Glover,Male,Young,NY
45910950,Annabel Lee,Female,Young,CT
45910945,Boots,Male,Adult,RI
45910894,Marist,Female,Young,RI
45910856,Deputy Dog,Female,Adult,NJ
45910823,Angel,Female,Adult,RI
45910820,Cary,Male,Young,VT
45910807,Grant,Male,Young,VT
45910773,Cha Cha,Female,Baby,VT
45910764,Cotton Eyed Joe,Male,Baby,VT
45910664,Buster,Male,Baby,NY
45910745,Tango,Male,Baby,VT
45910706,Dutchess,Female,Young,NJ
45910736,Macarena,Female,Baby,VT
45910650,Eli,Male,Young,NY
45910594,Sebastian,Male,Baby,RI
45910615,Houston,Male,Baby,NY
45910513,David,Male,Baby,RI
45910378,Sabrina-Adoption Pending,Female,Baby,NH
45910322,Shelby,Female,Senior,MA
45910209,Maki-Adoption Pending,Female,Baby,NH
45910156,Stanley,Male,Young,NY
45910160,Marty,Male,Baby,NJ
45910147,Bedrock Boys,Male,Baby,NJ
45910082,Cocoa At Westport Animal Control,Female,Young,CT
45910008,Sidney- Pending,Female,Adult,NJ
45909733,Pip,Male,Adult,CT
45909675,Drake,Male,Baby,CT
45909644,Sadie,Female,Adult,CT
45906826,Honey,Female,Baby,NY
45909443,Tilly,Female,Young,NY
45908861,Danae,Female,Baby,NJ
45908760,Morgan In Ri,Female,Adult,RI
45908495,Jordan Cg In Ri,Male,Baby,RI
45908424,Mimi,Female,Baby,NJ
45908340,Lexi,Female,Baby,NY
45908318,Moo And Ike,Male,Young,CT
45908269,Zoey,Female,Baby,NY
45908246,Laney,Female,Baby,NY
45907599,Lulu,Female,Adult,CT
45907587,Jax,Male,Adult,CT
45907306,Luna,Female,Baby,NY
45907267,Bandit- Pending,Male,Young,NJ
45906698,Sadie,Female,Young,NY
45906691,Langdon,Male,Baby,NJ
45906745,Khalani (Fostered In Tn),Female,Baby,CT
45906648,Tiger,Male,Baby,NY
45906647,Astro,Male,Young,NY
45906445,Kyra (Fostered In Tn),Female,Baby,CT
45906397,Khloe (Fostered In Tn),Female,Baby,CT
45906363,Rocky,Male,Adult,NJ
45906349,Kato (Fostered In Tn),Male,Baby,CT
45906347,Tex,Male,Adult,NJ
45906322,Kirby (Fostered In Tn),Male,Baby,CT
45905906,Sydney,Female,Baby,NJ
45905866,Betty Jo,Female,Baby,VT
45905758,Happy,Male,Young,VT
45905725,Elanor,Female,Young,VT
45905707,Sherron,Male,Baby,NY
45905692,Joy,Female,Young,VT
45905681,Saban,Male,Baby,NJ
45905659,Bama,Female,Baby,NJ
45905644,Allie,Female,Baby,NJ
45905526,Scout,Male,Adult,NY
45905429,Abigail,Female,Adult,CT
45905431,Sofia,Female,Senior,CT
45905426,Fraggle,Female,Adult,CT
45905269,Joe Joe,Male,Adult,CT
45905189,Lena,Female,Baby,RI
45904814,Dude,Male,Baby,NY
45904817,Bonnie,Female,Young,NY
45904807,Rosa,Female,Baby,NY
45904406,Gamora,Female,Baby,RI
45904382,Jack,Male,Baby,RI
45904356,Sasha,Female,Young,NY
45904341,Reggie,Male,Adult,NY
45904121,Zina,Female,Adult,CT
45903459,Snoopy In Ri,Male,Young,RI
45903253,Boomer,Male,Baby,NJ
45903232,Lil Tucker/Earl,Male,Baby,NY
45903046,Judge,Male,Young,NY
45902704,Evelyn,Female,Adult,NJ
45902412,Butterscotch,Male,Baby,NJ
45902240,Crumbs,Male,Young,CT
45902120,Jerry,Male,Young,CT
45901763,Lacey,Female,Senior,MA
45901443,Scrabble,Male,Adult,NY
45901364,Wolf,Male,Baby,VT
45901329,Micco,Male,Baby,VT
45901325,Teddy Bear,Male,Young,NJ
45901261,Tallulah,Male,Baby,VT
45901219,Pocahontas,Female,Baby,VT
45901084,Texas,Male,Baby,VT
45901045,Adrian,Male,Young,MA
45900424,Remy,Male,Baby,CT
45900676,Chaser,Male,Adult,NY
45900839,Stella,Female,Young,NY
45900756,Pluto,Male,Young,NJ
45900420,Governor,Female,Young,MA
45900373,Pepper,Female,Baby,CT
45900297,Becca,Female,Young,CT
45900316,Queenie Dg In N. E.,Female,Adult,RI
45900209,Gabbie,Female,Adult,RI
45900169,Goku,Male,Young,NJ
45900204,Rufus,Male,Young,MA
45900186,Norah,Female,Baby,RI
45899992,Nick,Male,Baby,RI
45899954,Felix,Male,Baby,RI
45899946,Dixon,Male,Baby,RI
45899728,Ferdinand,Male,Baby,RI
45899597,Scooter,Male,Baby,RI
45899531,Putt-Putt,Male,Baby,RI
45899558,Jia,Female,Baby,CT
45899529,Tuck,Male,Baby,NY
45899497,Poppy,Female,Baby,NJ
45899188,Bella,Female,Adult,RI
45899087,Bubba,Male,Adult,CT
45898991,Muttley,Female,Young,NJ
45898971,Alice,Female,Adult,NY
45898877,Benji,Male,Adult,NY
45898427,Forrest,Male,Adult,CT
45898369,Messiah,Male,Young,RI
45898320,Sam (Super Sweet Dog),Male,Young,NY
45898199,Ny-Amanda,Female,Baby,NY
45898200,Ny-Allie,Female,Baby,NY
45897790,Roo,Male,Baby,RI
45897625,Bella,Female,Adult,NJ
45897290,Molly Moo,Female,Young,RI
45896509,Keya,Female,Senior,MA
45895464,Rusty,Male,Baby,NJ
45896278,Sherwood,Male,Baby,NY
45896126,Francesca,Female,Young,NY
45896130,Bruno,Male,Baby,NY
45896127,Gemma,Female,Adult,NY
45896120,Dolce,Male,Young,NY
45896129,Bambi,Female,Baby,NY
45896122,Martina,Female,Baby,NY
45896123,Bravo,Male,Baby,NY
45896121,Mario,Male,Adult,NY
45896118,Luigi,Male,Young,NY
45896119,Sergio,Male,Young,NY
45895380,Mack #13,Male,Young,CT
45895317,Sergio,Male,Adult,RI
45894681,Missy,Female,Adult,RI
45894481,Timmy,Male,Young,NY
45894457,Via Lattea,Female,Young,NY
45757464,Kyan,Male,Young,CT
45894397,Bruno,Male,Young,MA
45894360,Roscoe Aa Cp In Ms,Male,Baby,RI
45894043,Coby,Male,Young,NY
45894041,Coby,Male,Young,NY
45893206,Ny-Dexter,Male,Baby,NY
45893210,Ny-Stella,Female,Baby,NY
45893211,Ny-Lilly,Female,Baby,NY
45893213,Ny-Dovie,Female,Baby,NY
45892752,Chessie,Female,Adult,NY
45892748,Ny-Stacey,Female,Baby,NY
45892050,Evangeline,Female,Baby,NY
45892063,Bishop,Male,Adult,NY
45890797,Sam Paris,Male,Baby,CT
45891843,Mattie $50 In Ri,Female,Senior,RI
45891827,Captain Jack,Male,Adult,NY
45891118,Taco,Male,Adult,RI
45890764,Jack Boston,Male,Baby,CT
45890163,Eddie,Male,Baby,CT
45889896,Einstein,Male,Baby,CT
45889487,Naomi,Female,Young,NJ
45889495,Reina,Female,Adult,NJ
45889331,Jimmy,Male,Senior,NJ
45889172,Otto,Male,Young,NY
45888235,Buddy,Male,Young,MA
45889014,Bella Star,Female,Young,NY
45889013,Shirley,Female,Young,NY
45888998,Ashley,Female,Young,NY
45888730,George,Male,Adult,RI
45888773,Mary Kate,Female,Young,NY
45888631,Luke....How Big Is Your Heart?,Male,Senior,CT
45888618,Bo.....Special Situation,Male,Senior,CT
45888571,Whiskey,Male,Young,NY
45887962,Dobby Handsome Young Boy!!,Male,Young,MA
45887516,Douglas,Male,Adult,MA
45887270,Delilah,Female,Baby,CT
45885995,Apollo,Male,Young,CT
45885539,Maverick,Male,Baby,NY
45885525,Ripley,Male,Adult,NY
45885524,Athena,Female,Adult,NY
45885431,Baby.  Fee Waived For Right Home.,Female,Adult,RI
45884936,Mustang Sally,Female,Baby,RI
45884679,Nanook,Male,Adult,MA
45883171,Solomon---Bonded Pair With Allie,Male,Young,RI
45884488,Pepperoni,Male,Senior,NY
45883163,Allie--Bonded Pair With Solomon,Female,Adult,RI
45883150,Bayou,Female,Adult,RI
45883034,Elvis,Male,Young,CT
45882824,Peaches,Female,Adult,CT
45882801,Coco,Male,Adult,CT
45882682,Taylor,Female,Young,NJ
45882704,Beau,Male,Adult,MA
45882639,Eleanor,Female,Baby,CT
45882608,Ella,Female,Baby,CT
45882591,Elsa,Female,Baby,CT
45882563,Nao -Adoption Pending,Female,Baby,NH
45882586,Bella &Amp; Dallas,Female,Senior,MA
45882552,Eva,Female,Baby,CT
45882544,Cassis-Adoption Pending,Female,Baby,NH
45882503,Bruno,Male,Baby,CT
45882220,Iris,Female,Baby,NH
45882176,Coco,Female,Adult,NH
45882180,Butch #8,Male,Young,CT
45882029,Akiro,Male,Young,NY
45882073,Ct-Rusty,Male,Baby,CT
45882070,Ct-Beulah,Female,Baby,CT
45881940,Bo,Male,Young,CT
45881865,Azeki,Male,Young,NY
45881866,Leonardo,Male,Adult,NY
45881312,Baby G,Male,Adult,NY
45881134,Vivian,Female,Young,RI
45881086,Major,Male,Adult,RI
45881046,Max,Male,Young,CT
45880818,Bryant,Male,Baby,NJ
45880528,Andy,Male,Young,RI
45880422,Anabelle,Female,Young,NJ
45879762,Aspen,Female,Adult,CT
45879750,Simon Petrikov,Male,Adult,NY
45877962,Russell,Male,Young,CT
45879725,Banana Man,Male,Adult,NY
45879707,Huntress Wizard,Female,Young,NY
45879337,Susan Strong,Female,Young,NY
45879318,Antoni Porowski,Male,Young,NY
45879195,Hailey,Female,Baby,CT
45878915,Lucy - N,Female,Baby,NY
45878711,Lucy,Female,Baby,CT
45878753,Shay,Female,Baby,MA
45878721,Gabby,Female,Baby,MA
45878680,Sylvie,Female,Baby,MA
45878436,Mindy,Female,Young,NY
45878069,Buttercup,Male,Young,NY
45878152,Baley,Male,Baby,MA
45878134,Viper--Adoption Pending,Male,Baby,MA
45877187,Marley,Male,Young,NY
45876759,Bellini,Female,Baby,CT
45876513,Billy,Male,Baby,NH
45876399,Trudy-Pending Adoption,Female,Baby,NH
45876002,Maggie,Female,Adult,NY
45875688,Midnight,Male,Baby,NY
45875675,Caty,Female,Adult,CT
45875252,Rocky,Male,Adult,NY
45875537,Macho,Male,Adult,CT
45875327,Dodger,Male,Young,NY
45875273,Ct-Blaklee,Female,Baby,CT
45875155,Hercules,Male,Baby,RI
45875068,Bella,Female,Young,RI
45875127,Sugar,Female,Young,RI
45874570,Brownie,Male,Adult,NY
45874232,Atlas,Male,Young,CT
45874243,Roo Hh In Ri,Female,Baby,RI
45874209,Dixie,Female,Adult,MA
45874180,Jed,Male,Baby,MA
45873980,Diddy,Male,Young,CT
45874017,Roscoe,Male,Adult,NY
45873962,Lizzie,Female,Baby,NY
45873876,Gunther,Male,Young,MA
45873728,Drake,Male,Adult,MA
45873564,Nestor Afr In Tx,Male,Young,RI
45873416,Estreyita Afr In Tx,Female,Baby,RI
45873103,Chewy,Male,Young,RI
45873032,Kiki,Female,Adult,NY
45873013,Dixie,Female,Young,RI
45873008,Remi Grace,Female,Adult,MA
45872645,Samurai Kuwaiti Husky,Male,Adult,NY
45872605,Toby- Fostered In Ct,Male,Senior,CT
45872267,Smoke,Male,Adult,CT
45872009,Bruno,Male,Adult,NY
45872052,Puppy Love,Female,Baby,CT
45871935,Kelsey Grandeur,Female,Adult,RI
45871937,Kenny Cecil,Male,Baby,RI
45871511,Yoda,Female,Adult,NY
45870084,Rio,Male,Young,NY
45870083,Flower,Female,Senior,NY
45869485,Bella,Female,Young,RI
45868407,Cambree,Female,Baby,CT
45868363,Mars- Adoption Pending,Male,Baby,MA
45868381,Sassafrass,Female,Baby,CT
45868375,Wish,Female,Baby,CT
45868382,Wilson,Male,Baby,CT
45868368,Warren,Male,Baby,CT
45868383,Whirl,Female,Baby,CT
45868379,Wyoming,Female,Baby,CT
45868372,Washington,Male,Baby,CT
45868373,Wiggles,Female,Baby,CT
45868385,Fisher,Male,Young,CT
45868376,Spruce,Male,Baby,CT
45868378,Willma,Female,Baby,CT
45868380,Winter,Female,Baby,CT
45868377,Maple,Male,Baby,CT
45868371,Margo,Female,Young,CT
45868374,Windfall,Female,Baby,CT
45868384,Wayne,Male,Baby,CT
45868316,Lewis,Male,Adult,CT
45868272,Clark,Male,Adult,CT
45868283,Suga,Male,Baby,CT
45868281,V,Male,Baby,CT
45868282,Jungkook,Male,Baby,CT
45868234,Sadie,Female,Baby,CT
45868196,Wilma,Female,Young,CT
45868103,Shiloh,Male,Adult,CT
45868083,Coco,Female,Young,CT
45867940,Roscoe,Male,Baby,CT
45867891,Tatiana,Female,Adult,NY
45867672,Susanna,Female,Young,NY
45867570,Carlos,Male,Young,NY
45867496,Frankie,Male,Adult,CT
45867156,Lucky,Female,Adult,NY
45867001,Ny-Tinkerbelle,Female,Senior,NY
45866887,Ticket,Male,Adult,CT
45866794,Bella,Female,Young,NY
45866726,Munchkin Js In Ms,Male,Adult,RI
45865381,Tasha,Female,Adult,NY
45865884,Sesame,Female,Young,NY
45865893,Arlo,Male,Young,RI
45865842,Millardi,Female,Young,NY
45865771,Dax,Male,Baby,VT
45865687,Dipsey,Female,Baby,VT
45865683,Dazi,Female,Baby,VT
45865484,Dottie,Female,Baby,VT
45865391,Josie,Female,Adult,MA
45864980,Niko,Male,Young,RI
45863543,Koda,Female,Young,NJ
45863558,Tukka,Male,Young,MA
45863291,Willow’s Sapling’s Girls,Female,Baby,RI
45863273,Willow’s Saplings Boys,Male,Baby,RI
45863020,Tinsel,Female,Young,CT
45862672,Bedford,Male,Adult,NY
45862121,Champ,Male,Young,RI
45862145,Nickel,Male,Baby,NY
45861568,Elsa &Amp; Ana *Local-Bonded Pair* Meet Us!,Female,Adult,RI
45861567,Ana &Amp; Elsa *Local-Bonded Pair* Meet Us!,Female,Adult,RI
45861497,Lottie,Female,Adult,MA
45861193,Lettie,Female,Adult,CT
45861102,Spot,Male,Adult,MA
45860654,Peanut - Courtesy Post,Male,Senior,NY
45860198,Goober,Male,Young,CT
45860200,Skeet,Male,Young,CT
45860165,Duke,Male,Adult,NY
45860140,Finnegan,Male,Baby,CT
45860027,Jubilee,Female,Adult,NY
45859942,Comet,Male,Baby,NY
45827080,Ollie,Female,Adult,CT
45859123,Lolo,Female,Baby,CT
45858990,Lova Boy,Male,Young,NY
45853117,Isabelle,Female,Young,NY
45858882,Achilles,Male,Adult,NY
45858719,Linus,Male,Baby,NJ
45858097,Big Guy,Male,Adult,RI
45857882,Whoopie,Female,Adult,NY
45857854,Madalyn,Female,Adult,MA
45857852,Milo,Male,Adult,MA
45857768,Roscoe,Male,Young,RI
45857409,Louie,Male,Senior,NY
45856465,Bryer,Male,Baby,NY
45856445,Henry,Male,Senior,RI
45856140,Gunnar,Male,Adult,CT
45856089,Rodeo Land,Male,Baby,CT
45855894,Pretty Princess,Female,Young,MA
45855760,Cola #3,Female,Young,CT
45855923,Avery,Female,Young,NY
45855892,Jules Love,Male,Baby,CT
45855804,Joshua,Male,Adult,NY
45855708,Bella,Female,Adult,CT
45855703,Cassie,Female,Adult,NY
45855678,Bear,Female,Young,CT
45855670,Olive,Female,Adult,CT
45855460,Max,Male,Young,CT
45855423,Octavious 2019 - Maine,Male,Young,MA
45855417,Ruthie (Fostered In Tn),Female,Baby,CT
45855357,Quincy.  15 Lbs.  Fee Waived For Right Home,Male,Young,RI
45855358,Rhonda (Fostered In Tn),Female,Baby,CT
45855343,Reba (Fostered In Tn),Female,Baby,CT
45855125,Cindi,Female,Young,NY
45855095,Kramer,Male,Young,NY
45854338,Wendy,Female,Adult,CT
45854182,Chip,Female,Adult,CT
45854109,Wasco,Male,Adult,NY
45853887,Bowie,Male,Baby,NJ
45853788,Princeton,Male,Young,MA
45853533,Brodie,Male,Senior,NY
45853424,Madrid,Female,Adult,NY
45853425,Venus,Female,Baby,MA
45853327,Gidget,Female,Adult,NY
45853298,Spitsy,Female,Young,NY
45853144,Henry,Male,Senior,CT
45853189,Aries,Male,Baby,MA
45851178,Harrie,Male,Adult,NY
45852976,Drake,Male,Young,NY
45850249,"Kali, 9420",Female,Senior,NJ
45852897,Ophelia,Female,Baby,MA
45852895,Orion,Male,Baby,MA
45852527,Loyal Toby,Male,Adult,NY
45852568,Aurora,Female,Baby,MA
45852170,Z Courtesy Post - Bernie,Male,Young,NY
45852422,Amber,Female,Baby,NJ
45852457,Cosmos,Male,Baby,MA
45851859,Charlotte,Female,Senior,NY
45851853,Lacy,Female,Senior,NY
45851858,Rocky,Male,Adult,NY
45851842,Ny-Fifi,Female,Adult,NY
45851844,Ny-Frankie,Male,Baby,NY
45851846,Ny-Tia,Female,Young,NY
45851845,Ny-Freddie,Male,Baby,NY
45851083,Zeppelin - Cp,Male,Young,CT
45850341,Jackson,Male,Adult,NY
45849447,Alpine,Male,Adult,CT
45850064,Jack,Male,Young,CT
45850002,Reyna,Female,Young,CT
45846922,Zia,Female,Adult,CT
45849513,Blue,Male,Young,NY
45849057,Yancey,Female,Young,NY
45849018,Sidney,Female,Adult,RI
45849012,Quin,Female,Baby,CT
45848964,Lola,Female,Baby,RI
45848990,Isabella,Female,Adult,NY
45848788,Elmer,Male,Adult,CT
45848837,Rony,Male,Young,NY
45848319,Drago,Male,Baby,CT
45848142,Sooky,Female,Baby,CT
45848006,Bella 2019 - In Ma,Female,Young,MA
45847941,Maya 2019 - In Ny,Female,Young,MA
45847016,Lani (Mickey) 2019 - In Ny,Female,Adult,MA
45847539,Rhett Land,Male,Baby,CT
45847518,Fields Land,Male,Baby,CT
45847440,Dixie Land,Female,Young,CT
45847294,Bella,Female,Adult,NY
45847233,Diffie,Male,Adult,MA
45847173,Roy,Male,Adult,NY
45846863,Duke,Male,Young,MA
45847015,Ginger,Female,Adult,NY
45846972,Lucie,Female,Adult,NY
45846978,Sitka,Female,Baby,MA
45846791,Baylee,Female,Baby,NY
45846524,Taffy-Come Meet Me,Female,Baby,MA
45845538,Isa,Female,Baby,NY
45845546,Lola,Female,Baby,NY
45845549,Evie,Female,Baby,NY
45845561,Theodore,Male,Baby,NY
45845545,Sebastian,Male,Baby,NY
45845541,Hudson,Male,Baby,NY
45845534,Cookie,Male,Young,NY
45845552,Nate,Male,Young,NY
45845539,Boo,Female,Adult,NY
45845558,Lila,Female,Baby,NY
45845559,Lenny,Male,Adult,NY
45845556,Marley,Female,Young,NY
45845548,Nuca,Male,Adult,NY
45845553,Luna,Female,Young,NY
45845554,Jill,Female,Adult,NY
45845547,Hope,Female,Adult,NY
45845535,Rosie,Female,Adult,NY
45845555,Bella,Female,Young,NY
45845551,Eggy,Male,Adult,NY
45845560,Primrose,Female,Adult,NY
45845543,Jax,Male,Young,NY
45845537,Tomoya,Female,Adult,NY
45845550,Bagel,Female,Young,NY
45845544,Lina,Female,Young,NY
45845536,Kendrick,Male,Baby,NY
45845540,Will,Male,Young,NY
45845542,Maggie,Female,Young,NY
45845557,Liam,Male,Baby,NY
45845507,Moira Rose,Female,Adult,NY
45845432,Martin,Male,Adult,CT
45845015,Danny,Male,Baby,NY
45845012,Wayne,Male,Baby,NY
45844989,Tess,Female,Baby,NY
45844959,Twitty,Male,Baby,NY
45844917,Noodle,Female,Baby,NY
45844892,Wilson,Male,Young,CT
45844893,Wallace,Male,Young,CT
45844876,Rolly,Male,Young,CT
45844797,Pax,Male,Baby,CT
45844796,Tessa,Female,Baby,CT
45844795,Brad,Male,Baby,CT
45844792,Theodore,Male,Baby,CT
45844790,Timothy,Male,Baby,CT
45844789,Maddox,Male,Baby,CT
45844659,Dudley,Male,Baby,CT
45844616,Bonnie,Female,Young,CT
45844537,Lotus,Female,Baby,NJ
45844372,Junior,Male,Baby,CT
45844393,Caress,Female,Baby,CT
45844394,Vienna,Female,Young,CT
45844389,Lucy,Female,Young,CT
45844335,River,Male,Senior,NY
45844318,Bandit,Male,Baby,CT
45844274,Lola,Female,Adult,NY
45844297,Sebastian,Male,Baby,CT
45844296,Sabrina,Female,Baby,CT
45844253,Spike,Male,Adult,NY
45844197,Ruby - Come Meet Me,Female,Baby,MA
45844146,Copper - Come Meet Me,Male,Baby,MA
45843952,Coors,Male,Adult,MA
45843549,Cindy,Female,Adult,MA
45843539,Smokey,Male,Adult,MA
45843495,Arbo,Male,Baby,CT
45843460,Arnie,Male,Baby,CT
45843405,Molly,Female,Baby,CT
45843377,Cowboy Joe,Male,Baby,CT
45843200,Fraya,Female,Adult,CT
45843291,Mary Js In New England,Female,Adult,RI
45843210,Moxie,Female,Adult,NY
45843205,Meadow,Female,Young,NY
45843170,Dragonfly,Female,Adult,NY
45842978,Lassie,Female,Adult,NY
45842916,Snape,Male,Baby,NJ
45842891,Jeannie,Female,Baby,NJ
45842728,Hermione,Female,Baby,NJ
45842843,Woody,Male,Young,VT
45803991,Mercedes (Gapr/Fostered In Tn),Female,Young,CT
45842640,Betsy,Female,Adult,NJ
45842076,Shane (Courtesy Post),Male,Adult,NY
45842145,Sierra,Female,Young,NY
45842107,Mohave,Male,Young,NY
45842133,Sally Sdr In Tx,Female,Adult,RI
45842088,Seinna,Female,Young,NY
45841770,Logger,Male,Young,NY
45841336,Tina,Female,Adult,RI
45841350,Rupert,Male,Adult,NY
45841205,Rachel,Female,Adult,NH
45841145,Angus,Male,Baby,NH
45840919,Arthur,Male,Baby,NH
45840688,Blink & Otto,Male,Baby,MA
45840683,Xander,Male,Baby,NY
45840658,Zelda,Female,Young,CT
45840636,Astrix,Female,Baby,NH
45840551,Bella,Female,Adult,MA
45840498,Buster,Male,Senior,NJ
45840432,Zeus,Male,Adult,MA
45840446,Woody,Male,Senior,NJ
45840308,Raven - In Ct,Female,Young,CT
45840340,Conner Cj In Ar,Male,Young,RI
45840307,Timmy,Male,Adult,NH
45840289,Stormy,Male,Adult,NY
45840275,Marcus Lufkin Sdr In Ri,Male,Adult,RI
45839998,Atlas,Female,Baby,NH
45839938,Gracie,Female,Baby,CT
45839935,Edward,Male,Adult,NH
45839591,Cosmo,Male,Adult,NY
45839599,Frankie Cj In Ar,Male,Adult,RI
45839570,Biggie Cj In Ar,Male,Adult,RI
45839550,Talley,Female,Adult,MA
45838911,Harmony Heaven,Female,Adult,RI
45838840,Nj-Flapjack Pending,Male,Adult,NJ
45838828,Amour,Female,Young,CT
45838741,Frap,Male,Baby,RI
45838740,Sprinkle,Female,Baby,RI
45838712,Chico,Male,Baby,NY
45838713,Poppy,Male,Baby,NY
45838714,Jenner,Male,Baby,NY
45838716,Smokey,Female,Baby,NY
45838709,Nani,Female,Baby,NY
45838715,Luna,Female,Baby,NY
45838710,Serena,Female,Baby,NY
45838679,Clyde,Male,Adult,RI
45838421,Alexi,Male,Adult,CT
45838401,Maisy #4,Female,Baby,CT
45838242,Duke #56,Male,Baby,CT
45838222,Maeve,Female,Baby,CT
45838227,Dexter - N,Male,Baby,NY
45838196,Dexter,Male,Baby,CT
45838204,Clara #6,Female,Baby,CT
45838182,Ramsey,Male,Young,RI
45838116,Amelia,Female,Senior,CT
45838138,Hannah - N,Female,Baby,NY
45838111,Hannah,Female,Baby,CT
45837972,Autumn,Female,Young,NY
45837604,Garrett,Male,Baby,VT
45837947,Captain Marvel,Female,Baby,CT
45837927,Basil,Female,Baby,CT
45837910,Gamora,Female,Baby,CT
45837856,Nebula,Female,Baby,CT
45837864,Chloe Mae,Female,Adult,CT
45837838,Pepper Pots,Female,Baby,CT
45837746,Cocoa,Male,Young,NY
45837743,Bear,Male,Young,NY
45837738,Sassy,Female,Young,NY
45837692,Patty,Female,Adult,NY
45837618,Luna,Female,Baby,NY
45837615,Emma,Female,Baby,NY
45837572,Patty,Female,Adult,NY
45837460,Karlie,Female,Young,CT
45837167,Aurora,Female,Senior,MA
45836693,Evie,Female,Adult,CT
45835915,Dino,Male,Young,CT
45835909,Ace,Male,Adult,NY
45835898,Tickles,Female,Young,NY
45835864,Reid,Male,Young,CT
45835827,Rufus,Male,Young,CT
45835612,Jazz,Male,Adult,NY
45835609,Rumble,Male,Baby,CT
45835592,Lucky,Female,Adult,NY
45835502,Charlene,Female,Senior,NY
45835459,Blue-Sponsor Me,Male,Senior,NY
45835465,Dylan,Male,Young,CT
45835463,Athena,Female,Young,CT
45835438,Steve,Male,Baby,NY
45835437,Adam,Male,Baby,NY
45834914,Happy,Female,Senior,CT
45834873,Honey,Female,Adult,RI
45834630,Roxy,Female,Adult,NY
45834484,Chief,Male,Young,CT
45834086,Honey,Female,Young,NY
45834040,Kiwis,Female,Baby,CT
45834030,Cardinal,Male,Baby,CT
45833971,Midas,Male,Adult,NY
45833865,Mina (Aka Muno),Female,Adult,CT
45833814,Janie- A Sweetheart!,Female,Adult,MA
45833600,Zoey Mexico,Female,Adult,NY
